qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
122371,asp_question,"scene(0).
select(1, 0, lock).
unique(2, 1).
query(3, 2, hposition).
end(3).",-,-,,-,-,
122371,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'lock (227267)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]",-,-,,-,-,
122371,gqa,left,-,-,,-,-,
122376,question,Are there any girls to the left of the person that is wearing a shirt?,-,-,,-,-,
122376,answer,no,-,-,,-,-,
122376,asp,no,-,-,,-,-,
122376,asp_question,"scene(0).
select(1, 0, shirt).
relate(2, 1, person, wearing, subject).
relate(3, 2, girl, to_the_left_of, subject).
exist(4, 3).
end(4).",-,-,,-,-,
122376,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,wearing,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'girl,to the left of,s (-)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
122376,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122496,question,What is the name of this vehicle?,-,-,,-,-,
122496,answer,train car,-,-,,-,-,
122496,asp,train_car,-,-,,-,-,
122496,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122496,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122496,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122495,question,What vehicle is it?,-,-,,-,-,
122495,answer,train car,-,-,,-,-,
122495,asp,train_car,-,-,,-,-,
122495,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122495,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122495,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122312,question,What is the man in the train car holding?,-,-,,-,-,
122312,answer,book,-,-,,-,-,
122312,asp,book,-,-,,-,-,
122312,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
relate_any(3, 2, holding, object).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
122312,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'man,in,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': '_,holding,o (227257)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}]",-,-,,-,-,
122312,gqa,book,-,-,,-,-,
122455,question,Is the shirt white?,-,-,,-,-,
122455,answer,no,-,-,,-,-,
122455,asp,no,-,-,,-,-,
122455,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, color, white).
end(3).",-,-,,-,-,
122455,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white'}]",-,-,,-,-,
122455,gqa,no,-,-,,-,-,
122483,question,Does the shirt look long sleeved or sleeveless?,-,-,,-,-,
122483,answer,long sleeved,-,-,,-,-,
122483,asp,long_sleeved,-,-,,-,-,
122483,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
choose_attr(3, 2, any, long_sleeved, sleeveless).
end(3).",-,-,,-,-,
122483,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'choose', 'dependencies': [0], 'argument': 'long sleeved|sleeveless'}]",-,-,,-,-,
122483,gqa,long sleeved,-,-,,-,-,
122274,question,Is there a door that is not open?,-,-,,-,-,
122274,answer,no,-,-,,-,-,
122274,asp,no,-,-,,-,-,
122274,asp_question,"scene(0).
select(1, 0, door).
filter_any(2, 1, open).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
122274,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(open)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
122274,gqa,no,-,-,,-,-,
122309,question,Is the man to the right of a girl?,-,-,,-,-,
122309,answer,no,-,-,,-,-,
122309,asp,no,-,-,,-,-,
122309,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, girl, to_the_right_of, object).
end(3).",-,-,,-,-,
122309,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'girl,to the right of,o (-)'}]",-,-,,-,-,
122309,gqa,no,-,-,,-,-,
122405,question,"Which material makes up the floor, metal or wood?",-,-,,-,-,
122405,answer,metal,-,-,,-,-,
122405,asp,metal,-,-,,-,-,
122405,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
choose_attr(3, 2, material, metal, wood).
end(3).",-,-,,-,-,
122405,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'choose material', 'dependencies': [0], 'argument': 'metal|wood'}]",-,-,,-,-,
122405,gqa,metal,-,-,,-,-,
122406,question,Is the floor gray?,-,-,,-,-,
122406,answer,yes,-,-,,-,-,
122406,asp,yes,-,-,,-,-,
122406,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
verify_attr(3, 2, color, gray).
end(3).",-,-,,-,-,
122406,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'gray'}]",-,-,,-,-,
122406,gqa,yes,-,-,,-,-,
122464,question,Is the shirt striped and short sleeved?,-,-,,-,-,
122464,answer,no,-,-,,-,-,
122464,asp,no,-,-,,-,-,
122464,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, any, short_sleeved).
unique(4, 1).
verify_attr(5, 4, pattern, striped).
and(6, 3, 5).
end(6).",-,-,,-,-,
122464,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'short sleeved'}, {'operation': 'verify pattern', 'dependencies': [0], 'argument': 'striped '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
122464,gqa,no,-,-,,-,-,
122338,question,Is the man in a train car?,-,-,,-,-,
122338,answer,yes,-,-,,-,-,
122338,asp,yes,-,-,,-,-,
122338,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, train_car, in, object).
end(3).",-,-,,-,-,
122338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'train car,in,o (227261)'}]",-,-,,-,-,
122338,gqa,yes,-,-,,-,-,
122336,question,"What is the man in, a carriage or a train car?",-,-,,-,-,
122336,answer,train car,-,-,,-,-,
122336,asp,train_car,-,-,,-,-,
122336,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, carriage).
end(4).",-,-,,-,-,
122336,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|carriage'}]",-,-,,-,-,
122336,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122335,question,What vehicle is the man in?,-,-,,-,-,
122335,answer,train car,-,-,,-,-,
122335,asp,train_car,-,-,,-,-,
122335,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122335,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122335,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122268,question,Is the door closed?,-,-,,-,-,
122268,answer,no,-,-,,-,-,
122268,asp,no,-,-,,-,-,
122268,asp_question,"scene(0).
select(1, 0, door).
unique(2, 1).
verify_attr(3, 2, any, closed).
end(3).",-,-,,-,-,
122268,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'closed'}]",-,-,,-,-,
122268,gqa,no,-,-,,-,-,
0416295,question,Is there any banana on the plate above the table?,-,-,,-,-,
0416295,answer,yes,-,-,,-,-,
0416295,asp,yes,-,-,,-,-,
0416295,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, above, subject).
relate(3, 2, banana, on, subject).
exist(4, 3).
end(4).",-,-,,-,-,
0416295,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,above,s (722604)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'banana,on,s (722599)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
0416295,gqa,yes,-,-,,-,-,
0416356,question,Is that a round plate?,-,-,,-,-,
0416356,answer,no,-,-,,-,-,
0416356,asp,no,-,-,,-,-,
0416356,asp_question,"scene(0).
select(1, 0, plate).
unique(2, 1).
verify_attr(3, 2, shape, round).
end(3).",-,-,,-,-,
0416356,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'verify shape', 'dependencies': [0], 'argument': 'round'}]",-,-,,-,-,
0416356,gqa,no,-,-,,-,-,
0416290,question,Is the banana on the table peeled or unpeeled?,-,-,,-,-,
0416290,answer,unpeeled,-,-,,-,-,
0416290,asp,unpeeled,-,-,,-,-,
0416290,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, banana, on, subject).
unique(3, 2).
choose_attr(4, 3, any, unpeeled, peeled).
end(4).",-,-,,-,-,
0416290,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'banana,on,s (722599)'}, {'operation': 'choose', 'dependencies': [1], 'argument': 'unpeeled|peeled'}]",-,-,,-,-,
0416290,gqa,unpeeled,-,-,,-,-,
0416297,question,What fruit is on the black table?,-,-,,-,-,
0416297,answer,banana,-,-,,-,-,
0416297,asp,banana,-,-,,-,-,
0416297,asp_question,"scene(0).
select(1, 0, table).
filter(2, 1, color, black).
relate(3, 2, fruit, on, subject).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0416297,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'fruit,on,s (722599)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}]",-,-,,-,-,
0416297,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416211,question,What is on the plate?,-,-,,-,-,
0416211,answer,banana,-,-,,-,-,
0416211,asp,banana,-,-,,-,-,
0416211,asp_question,"scene(0).
select(1, 0, plate).
relate_any(2, 1, on, subject).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416211,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,on,s (722601)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416211,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
0416216,question,Are there any forks on the white object on top of the table?,-,-,,-,-,
0416216,answer,no,-,-,,-,-,
0416216,asp,no,-,-,,-,-,
0416216,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, on_top_of, subject).
filter(3, 2, color, white).
relate(4, 3, fork, on, subject).
exist(5, 4).
end(5).",-,-,,-,-,
0416216,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,on top of,s (722604)'}, {'operation': 'filter color', 'dependencies': [1], 'argument': 'white'}, {'operation': 'relate', 'dependencies': [2], 'argument': 'fork,on,s (-)'}, {'operation': 'exist', 'dependencies': [3], 'argument': '?'}]",-,-,,-,-,
0416216,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416247,question,Is the table tan or black?,-,-,,-,-,
0416247,answer,black,-,-,,-,-,
0416247,asp,black,-,-,,-,-,
0416247,asp_question,"scene(0).
select(1, 0, table).
unique(2, 1).
choose_attr(3, 2, color, black, tan).
end(3).",-,-,,-,-,
0416247,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'choose color', 'dependencies': [0], 'argument': 'black|tan'}]",-,-,,-,-,
0416247,gqa,black,-,-,,-,-,
0416338,question,Does the plate have square shape and white color?,-,-,,-,-,
0416338,answer,yes,-,-,,-,-,
0416338,asp,yes,-,-,,-,-,
0416338,asp_question,"scene(0).
select(1, 0, plate).
unique(2, 1).
verify_attr(3, 2, shape, square).
unique(4, 1).
verify_attr(5, 4, color, white).
and(6, 3, 5).
end(6).",-,-,,-,-,
0416338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'verify shape', 'dependencies': [0], 'argument': 'square'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
0416338,gqa,yes,-,-,,-,-,
0416286,question,What kind of fruit is attached?,-,-,,-,-,
0416286,answer,banana,-,-,,-,-,
0416286,asp,banana,-,-,,-,-,
0416286,asp_question,"scene(0).
select(1, 0, fruit).
filter_any(2, 1, attached).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416286,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'fruit (722599)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'attached'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416286,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0416235,question,Are there either tables or mirrors that are not black?,-,-,,-,-,
0416235,answer,no,-,-,,-,-,
0416235,asp,no,-,-,,-,-,
0416235,asp_question,"scene(0).
select(1, 0, table).
filter(2, 1, color, black).
negate(3, 2, 1).
exist(4, 3).
scene(5).
select(6, 5, mirror).
filter(7, 6, color, black).
negate(8, 7, 6).
exist(9, 8).
or(10, 4, 9).
end(10).",-,-,,-,-,
0416235,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(black)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation': 'select', 'dependencies': [], 'argument': 'mirror (-) '}, {'operation': 'filter color', 'dependencies': [3], 'argument': 'not(black)'}, {'operation': 'exist', 'dependencies': [4], 'argument': '?'}, {'operation': 'or', 'dependencies': [2, 5], 'argument': ''}]",-,-,,-,-,
0416235,gqa,no,-,-,,-,-,
123159,question,What is this woman wearing?,-,-,,-,-,
123159,answer,pants,-,-,,-,-,
123159,asp,pants,-,-,,-,-,
123159,asp_question,"scene(0).
select(1, 0, woman).
relate_any(2, 1, wearing, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
123159,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'woman (227345)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,wearing,o (227344)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
123159,gqa,pants,-,-,,-,-,
123070,question,Is the ski to the left or to the right of the skier?,-,-,,-,-,
123070,answer,left,-,-,,-,-,
123070,asp,to_the_left_of,-,-,,-,-,
123070,asp_question,"scene(0).
select(1, 0, skier).
unique(2, 1).
choose_rel(3, 2, ski, to_the_left_of, to_the_right_of, subject).
end(3).",-,-,,-,-,
123070,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'skier (227329)'}, {'operation': 'choose rel', 'dependencies': [0], 'argument': 'ski,to the left of|to the right of,s (227340)'}]",-,-,,-,-,
123070,gqa,left,-,-,,-,-,
123162,question,What's the woman wearing?,-,-,,-,-,
123162,answer,pants,-,-,,-,-,
123162,asp,pants,-,-,,-,-,
123162,asp_question,"scene(0).
select(1, 0, woman).
relate_any(2, 1, wearing, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
123162,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'woman (227345)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,wearing,o (227344)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
123162,gqa,pants,-,-,,-,-,
123060,question,Which side of the picture is the ski on?,-,-,,-,-,
123060,answer,left,-,-,,-,-,
123060,asp,left,-,-,,-,-,
123060,asp_question,"scene(0).
select(1, 0, ski).
unique(2, 1).
query(3, 2, hposition).
end(3).",-,-,,-,-,
123060,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'ski (227340)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]",-,-,,-,-,
123060,gqa,left,-,-,,-,-,
123214,question,Where are the trees?,-,-,,-,-,
123214,answer,snow,-,-,,-,-,
123214,asp,snow,-,-,,-,-,
123214,asp_question,"scene(0).
select(1, 0, tree).
relate(2, 1, place, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
123214,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'trees (227332)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,in,o (227336)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
123214,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
123213,question,The trees are where?,-,-,,-,-,
123213,answer,snow,-,-,,-,-,
123213,asp,snow,-,-,,-,-,
123213,asp_question,"scene(0).
select(1, 0, tree).
relate(2, 1, place, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
123213,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'trees (227332)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,in,o (227336)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
123213,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
123115,question,Is the skier to the left or to the right of the ski on the left side of the image?,-,-,,-,-,
123115,answer,right,-,-,,-,-,
123115,asp,to_the_right_of,-,-,,-,-,
123115,asp_question,"scene(0).
select(1, 0, ski).
filter(2, 1, hposition, left).
unique(3, 2).
choose_rel(4, 3, skier, to_the_right_of, to_the_left_of, subject).
end(4).",-,-,,-,-,
123115,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'ski (227340)'}, {'operation': 'filter hposition', 'dependencies': [0], 'argument': 'left'}, {'operation': 'choose rel', 'dependencies': [1], 'argument': 'skier,to the right of|to the left of,s (227329)'}]",-,-,,-,-,
123115,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
041477,gpt-35_raw,"query(unique(relate(select(scene(), shorts), person, wearing, subject)), name)",asp_nested,bert,10.0,True,v1,17.0
041477,gpt-35,man,asp_nested,bert,10.0,True,v1,17.0
041438,gpt-35_raw,"two_different(unique(select(scene(), logo)), unique(select(scene(), roof)), color)",asp_nested,bert,10.0,True,v1,16.0
041438,gpt-35,yes,asp_nested,bert,10.0,True,v1,16.0
041529,gpt-35_raw,"and(exist(select(scene(), fence)), exist(select(scene(), frisbee)))",asp_nested,bert,10.0,True,v1,18.0
041529,gpt-35,no,asp_nested,bert,10.0,True,v1,18.0
041480,gpt-35_raw,"verify_rel(unique(relate(select(scene(), frisbee), man, to_the_right_of, subject)), glasses, wearing, object)",asp_nested,bert,10.0,True,v1,15.0
041480,gpt-35,no,asp_nested,bert,10.0,True,v1,15.0
142457,gpt-35_raw,"choose_attr(unique(select(scene(), shelf)), hposition, left, right)",asp_nested,bert,10.0,True,v1,17.0
142457,gpt-35,left,asp_nested,bert,10.0,True,v1,17.0
142512,gpt-35_raw,"or(exist(filter(select(scene(), bike), color, black)), exist(filter(select(scene(), skateboard), color, black)))",asp_nested,bert,10.0,True,v1,16.0
142512,gpt-35,no,asp_nested,bert,10.0,True,v1,16.0
122286,gpt-35_raw,"verify_rel(unique(relate(select(scene(), train_car), man, in, subject)), newspaper, reading, object)",asp_nested,bert,10.0,True,v1,16.0
122286,gpt-35,no,asp_nested,bert,10.0,True,v1,16.0
122371,gpt-35_raw,"query(unique(select(scene(), lock)), hposition)",asp_nested,bert,10.0,True,v1,18.0
122371,gpt-35,left,asp_nested,bert,10.0,True,v1,18.0
122376,gpt-35_raw,"exist(relate(relate(select(scene(), shirt), person, wearing, subject), person, to_the_left_of, subject), girl)",asp_nested,bert,10.0,True,v1,16.0
122376,gpt-35,,asp_nested,bert,10.0,True,v1,16.0
122496,gpt-35_raw,,asp_nested,bert,10.0,True,v1,17.0
122496,gpt-35,,asp_nested,bert,10.0,True,v1,17.0
122495,gpt-35_raw,"query(unique(select(scene(), vehicle)), name)",asp_nested,bert,10.0,True,v1,17.0
122495,gpt-35,train_car,asp_nested,bert,10.0,True,v1,17.0
122312,gpt-35_raw,"query(unique(relate(relate(select(scene(), train_car), man, in, subject), holding, object)), name)",asp_nested,bert,10.0,True,v1,16.0
122312,gpt-35,,asp_nested,bert,10.0,True,v1,16.0
122455,gpt-35_raw,"verify_attr(unique(select(scene(), shirt)), color, white)",asp_nested,bert,10.0,True,v1,16.0
122455,gpt-35,no,asp_nested,bert,10.0,True,v1,16.0
122483,gpt-35_raw,"choose_attr(unique(filter(select(scene(), shirt), any, long_sleeved, sleeveless)))",asp_nested,bert,10.0,True,v1,16.0
122483,gpt-35,,asp_nested,bert,10.0,True,v1,16.0
122274,gpt-35_raw,"negate(filter(select(scene(), door), status, open), select(scene(), door))",asp_nested,bert,10.0,True,v1,15.0
122274,gpt-35,,asp_nested,bert,10.0,True,v1,15.0
122309,gpt-35_raw,"verify_rel(unique(select(scene(), girl)), man, to_the_right_of, subject)",asp_nested,bert,10.0,True,v1,15.0
122309,gpt-35,,asp_nested,bert,10.0,True,v1,15.0
