qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
10734851,zephyr7B_raw,"choose_attr(unique(filter_any(select(scene(), food), not(relate(select(scene(), food), burnt, is, subject))), name, sausage, bread)

What is the color of the food that is not on the plate?
query(unique(relate(negate(query(unique(relate(select(scene(), plate), food, on, subject)), name)), food), color))

What is the color of the food that is not in the middle?
query(unique(relate(negate(filter(select",asp_nested,bert,10.0,False,v1,10.0
10734851,zephyr7B,error,asp_nested,bert,10.0,False,v1,10.0
10734938,question,Is there a plate in the photo that is not square?,-,-,,-,-,
10734938,answer,no,-,-,,-,-,
10734938,asp,no,-,-,,-,-,
10734938,asp_question,"scene(0).
select(1, 0, plate).
filter(2, 1, shape, square).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
10734938,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (922190)'}, {'operation': 'filter shape', 'dependencies': [0], 'argument': 'not(square)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
10734938,gqa,no,-,-,,-,-,
10734938,zephyr7B_raw,"exist(negate(filter(select(scene(), plate), shape, square), select(scene(), plate)))",asp_nested,bert,10.0,False,v1,10.0
10734938,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
10734846,question,What kind of food is not brown?,-,-,,-,-,
10734846,answer,tomato,-,-,,-,-,
10734846,asp,tomato,-,-,,-,-,
10734846,asp_question,"scene(0).
select(1, 0, food).
filter(2, 1, color, brown).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
10734846,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'food (922198)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(brown)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
10734846,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
10734846,zephyr7B_raw,"query(unique(negate(filter_any(select(scene(), food), color, brown))), name)",asp_nested,bert,10.0,False,v1,10.0
10734846,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
10734924,question,Does the plate of the sandwiches look square and white?,-,-,,-,-,
10734924,answer,yes,-,-,,-,-,
10734924,asp,yes,-,-,,-,-,
10734924,asp_question,"scene(0).
select(1, 0, sandwich).
relate(2, 1, plate, of, subject).
unique(3, 2).
verify_attr(4, 3, shape, square).
unique(5, 2).
verify_attr(6, 5, color, white).
and(7, 4, 6).
end(7).",-,-,,-,-,
10734924,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'sandwiches (922189)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,of,s (922190)'}, {'operation': 'verify shape', 'dependencies': [1], 'argument': 'square'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'white '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
10734924,gqa,yes,-,-,,-,-,
10734924,zephyr7B_raw,"and(verify_attr(unique(relate(select(scene(), sandwiches), plate, of, subject)), shape, square), verify_attr(unique(relate(select(scene(), sandwiches), plate, of, subject)), color, white))",asp_nested,bert,10.0,False,v1,10.0
10734924,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
093955,question,Is there any window in the picture that is not open?,-,-,,-,-,
093955,answer,yes,-,-,,-,-,
093955,asp,yes,-,-,,-,-,
093955,asp_question,"scene(0).
select(1, 0, window).
filter_any(2, 1, open).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
093955,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'window (155445)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(open)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
093955,gqa,yes,-,-,,-,-,
093955,zephyr7B_raw,"exist(negate(filter(select(scene(), window), open, select(scene(), window))))",asp_nested,bert,10.0,False,v1,10.0
093955,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
094032,question,Does the truck tire look round and black?,-,-,,-,-,
094032,answer,yes,-,-,,-,-,
094032,asp,error,-,-,,-,-,
094032,asp_question,"scene(0).
select(1, 0, truck).
relate(2, 1, tire, of, subject).
unique(3, 2).
verify_attr(4, 3, color, black).
unique(5, 2).
verify_attr(6, 5, shape, round).
and(7, 4, 6).
end(7).",-,-,,-,-,
094032,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'truck (155456)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'tire,of,s (155458)'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'black'}, {'operation': 'verify shape', 'dependencies': [1], 'argument': 'round '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
094032,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
094032,zephyr7B_raw,"and(verify_attr(unique(select(scene(), tire)), shape, round), verify_attr(unique(select(scene(), tire)), color, black))",asp_nested,bert,10.0,False,v1,10.0
094032,zephyr7B,yes,asp_nested,bert,10.0,False,v1,10.0
125967,question,Are there any pillows in the photo that are not maroon?,-,-,,-,-,
125967,answer,yes,-,-,,-,-,
125967,asp,yes,-,-,,-,-,
125967,asp_question,"scene(0).
select(1, 0, pillow).
filter(2, 1, color, maroon).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
125967,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'pillow (2384623)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(maroon)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
125967,gqa,yes,-,-,,-,-,
125967,zephyr7B_raw,"exist(negate(filter(select(scene(), pillow), color, maroon), select(scene(), pillow)))",asp_nested,bert,10.0,False,v1,10.0
125967,zephyr7B,yes,asp_nested,bert,10.0,False,v1,10.0
175112,question,Is that umbrella large and white?,-,-,,-,-,
175112,answer,yes,-,-,,-,-,
175112,asp,yes,-,-,,-,-,
175112,asp_question,"scene(0).
select(1, 0, umbrella).
unique(2, 1).
verify_attr(3, 2, size, large).
unique(4, 1).
verify_attr(5, 4, color, white).
and(6, 3, 5).
end(6).",-,-,,-,-,
175112,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'umbrella (1605605)'}, {'operation': 'verify size', 'dependencies': [0], 'argument': 'large'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
175112,gqa,yes,-,-,,-,-,
175112,zephyr7B_raw,"and(verify_attr(unique(select(scene(), umbrella)), size, large), verify_attr(unique(select(scene(), umbrella)), color, white))",asp_nested,bert,10.0,False,v1,10.0
175112,zephyr7B,yes,asp_nested,bert,10.0,False,v1,10.0
009909,question,Are there fences in this photograph that are not made of wood?,-,-,,-,-,
009909,answer,yes,-,-,,-,-,
009909,asp,yes,-,-,,-,-,
009909,asp_question,"scene(0).
select(1, 0, fence).
filter(2, 1, material, wood).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
009909,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'fence (460353)'}, {'operation': 'filter material', 'dependencies': [0], 'argument': 'not(wood)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
009909,gqa,yes,-,-,,-,-,
009909,zephyr7B_raw,"exist(filter(select(scene(), fence), negate(relate(unique(select(scene(), fence)), material, wood))))",asp_nested,bert,10.0,False,v1,10.0
009909,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
0056568,question,Is the girl to the right of the woman happy and old?,-,-,,-,-,
0056568,answer,no,-,-,,-,-,
0056568,asp,no,-,-,,-,-,
0056568,asp_question,"scene(0).
select(1, 0, woman).
relate(2, 1, girl, to_the_right_of, subject).
unique(3, 2).
verify_attr(4, 3, face_expression, happy).
unique(5, 2).
verify_attr(6, 5, age, old).
and(7, 4, 6).
end(7).",-,-,,-,-,
0056568,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'woman (460379)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'girl,to the right of,s (460370)'}, {'operation': 'verify face expression', 'dependencies': [1], 'argument': 'happy'}, {'operation': 'verify age', 'dependencies': [1], 'argument': 'old '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
0056568,gqa,<class 'semantic_interpreter.known_exceptions.ManyAttrCandidatesException'>,-,-,,-,-,
0056568,zephyr7B_raw,"verify_attr(unique(relate(select(scene(), woman), girl, to_the_right_of, subject)), happy, true)",asp_nested,bert,10.0,False,v1,10.0
0056568,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
078414,question,Does the cat's tail look long and orange?,-,-,,-,-,
078414,answer,yes,-,-,,-,-,
078414,asp,yes,-,-,,-,-,
078414,asp_question,"scene(0).
select(1, 0, cat).
relate(2, 1, tail, of, subject).
unique(3, 2).
verify_attr(4, 3, length, long).
unique(5, 2).
verify_attr(6, 5, color, orange).
and(7, 4, 6).
end(7).",-,-,,-,-,
078414,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'cat (723467)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'tail,of,s (723469)'}, {'operation': 'verify length', 'dependencies': [1], 'argument': 'long'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'orange '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
078414,gqa,yes,-,-,,-,-,
078414,zephyr7B_raw,"and(verify_attr(unique(filter(select(scene(), cat), part, tail)), length, long), verify_attr(unique(filter(select(scene(), cat), part, tail)), color, orange))",asp_nested,bert,10.0,False,v1,10.0
078414,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0712068,question,Is the lamp that is not on black and metallic?,-,-,,-,-,
0712068,answer,yes,-,-,,-,-,
0712068,asp,yes,-,-,,-,-,
0712068,asp_question,"scene(0).
select(1, 0, lamp).
filter_any(2, 1, on).
negate(3, 2, 1).
unique(4, 3).
verify_attr(5, 4, color, black).
unique(6, 3).
verify_attr(7, 6, material, metal).
and(8, 5, 7).
end(8).",-,-,,-,-,
0712068,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'lamp (724499)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(on)'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'black'}, {'operation': 'verify material', 'dependencies': [1], 'argument': 'metal '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
0712068,gqa,yes,-,-,,-,-,
0712068,zephyr7B_raw,"and(negate(verify_attr(unique(select(scene(), lamp)), any, on)), and(verify_attr(unique(select(scene(), lamp)), color, black), verify_attr(unique(select(scene(), lamp)), material, metal)))",asp_nested,bert,10.0,False,v1,10.0
0712068,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
0712228,question,Which kind of device is not blue?,-,-,,-,-,
0712228,answer,laptop,-,-,,-,-,
0712228,asp,screen,-,-,,-,-,
0712228,asp_question,"scene(0).
select(1, 0, device).
filter(2, 1, color, blue).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0712228,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'device (724492)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(blue)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0712228,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
0712228,zephyr7B_raw,"query(unique(negate(filter(select(scene(), device), color, blue))), name)",asp_nested,bert,10.0,False,v1,10.0
0712228,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0711896,question,What device is not black?,-,-,,-,-,
0711896,answer,printer,-,-,,-,-,
0711896,asp,printer,-,-,,-,-,
0711896,asp_question,"scene(0).
select(1, 0, device).
filter(2, 1, color, black).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0711896,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'device (724504)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(black)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0711896,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
0711896,zephyr7B_raw,"query(unique(negate(filter(select(scene(), device), color, black))), name)",asp_nested,bert,10.0,False,v1,10.0
0711896,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0473131,question,Does the hair look blond and long?,-,-,,-,-,
0473131,answer,no,-,-,,-,-,
0473131,asp,no,-,-,,-,-,
0473131,asp_question,"scene(0).
select(1, 0, hair).
unique(2, 1).
verify_attr(3, 2, color, blond).
unique(4, 1).
verify_attr(5, 4, length, long).
and(6, 3, 5).
end(6).",-,-,,-,-,
0473131,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'hair (1188534)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'blond'}, {'operation': 'verify length', 'dependencies': [0], 'argument': 'long '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
0473131,gqa,no,-,-,,-,-,
0473131,zephyr7B_raw,"and(verify_attr(unique(select(scene(), hair)), color, blond), verify_attr(unique(select(scene(), hair)), length, long))",asp_nested,bert,10.0,False,v1,10.0
0473131,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
0473000,question,Is the lid large and black?,-,-,,-,-,
0473000,answer,no,-,-,,-,-,
0473000,asp,no,-,-,,-,-,
0473000,asp_question,"scene(0).
select(1, 0, lid).
unique(2, 1).
verify_attr(3, 2, color, black).
unique(4, 1).
verify_attr(5, 4, size, large).
and(6, 3, 5).
end(6).",-,-,,-,-,
0473000,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'lid (1188516)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'verify size', 'dependencies': [0], 'argument': 'large '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
0473000,gqa,no,-,-,,-,-,
0473000,zephyr7B_raw,"and(verify_attr(unique(select(scene(), lid)), size, large), verify_attr(unique(select(scene(), lid)), color, black))",asp_nested,bert,10.0,False,v1,10.0
0473000,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
1211346,question,Do the socks have orange color and long length?,-,-,,-,-,
1211346,answer,yes,-,-,,-,-,
1211346,asp,yes,-,-,,-,-,
1211346,asp_question,"scene(0).
select(1, 0, sock).
unique(2, 1).
verify_attr(3, 2, length, long).
unique(4, 1).
verify_attr(5, 4, color, orange).
and(6, 3, 5).
end(6).",-,-,,-,-,
1211346,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'socks (898419)'}, {'operation': 'verify length', 'dependencies': [0], 'argument': 'long'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'orange '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
1211346,gqa,yes,-,-,,-,-,
1211346,zephyr7B_raw,"verify_attr(unique(select(scene(), sock)), color, orange)",asp_nested,bert,10.0,False,v1,10.0
1211346,zephyr7B,yes,asp_nested,bert,10.0,False,v1,10.0
1211390,question,Does the field look dry and grassy?,-,-,,-,-,
1211390,answer,yes,-,-,,-,-,
1211390,asp,yes,-,-,,-,-,
1211390,asp_question,"scene(0).
select(1, 0, field).
unique(2, 1).
verify_attr(3, 2, any, dry).
unique(4, 1).
verify_attr(5, 4, any, grassy).
and(6, 3, 5).
end(6).",-,-,,-,-,
1211390,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'field (898422)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'dry'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'grassy '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
1211390,gqa,yes,-,-,,-,-,
1211390,zephyr7B_raw,"and(verify_attr(unique(select(scene(), field)), any, dry), verify_attr(unique(select(scene(), field)), any, grassy))",asp_nested,bert,10.0,False,v1,10.0
1211390,zephyr7B,yes,asp_nested,bert,10.0,False,v1,10.0
0912041,question,What vehicle is not painted?,-,-,,-,-,
0912041,answer,trailer,-,-,,-,-,
0912041,asp,trailer,-,-,,-,-,
0912041,asp_question,"scene(0).
select(1, 0, vehicle).
filter_any(2, 1, painted).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0912041,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (1102221)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(painted)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0912041,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0912041,zephyr7B_raw,"query(unique(negate(filter(select(scene(), vehicle), painted, true))), name)",asp_nested,bert,10.0,False,v1,10.0
0912041,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0912076,question,Which kind of vehicle is not covered?,-,-,,-,-,
0912076,answer,trailer,-,-,,-,-,
0912076,asp,trailer,-,-,,-,-,
0912076,asp_question,"scene(0).
select(1, 0, vehicle).
filter_any(2, 1, covered).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0912076,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (1102221)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(covered)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0912076,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0912076,zephyr7B_raw,"query(unique(filter_any(select(scene(), vehicle), not(covered))), name)",asp_nested,bert,10.0,False,v1,10.0
0912076,zephyr7B,error,asp_nested,bert,10.0,False,v1,10.0
0912167,question,Is the vehicle near the trees white and small?,-,-,,-,-,
0912167,answer,no,-,-,,-,-,
0912167,asp,no,-,-,,-,-,
0912167,asp_question,"scene(0).
select(1, 0, tree).
relate(2, 1, vehicle, near, subject).
unique(3, 2).
verify_attr(4, 3, size, small).
unique(5, 2).
verify_attr(6, 5, color, white).
and(7, 4, 6).
end(7).",-,-,,-,-,
0912167,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'trees (1102218)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,near,s (369272)'}, {'operation': 'verify size', 'dependencies': [1], 'argument': 'small'}, {'operation': 'verify color', 'dependencies': [1], 'argument': 'white '}, {'operation': 'and', 'dependencies': [2, 3], 'argument': ''}]",-,-,,-,-,
0912167,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0912167,zephyr7B_raw,"and(verify_rel(unique(select(scene(), tree)), vehicle, near, subject),
      and(verify_attr(unique(relate(select(scene(), tree), vehicle, near, subject)), color, white),
          verify_attr(unique(relate(select(scene(), tree), vehicle, near, subject)), size, small)))",asp_nested,bert,10.0,False,v1,10.0
0912167,zephyr7B,no,asp_nested,bert,10.0,False,v1,10.0
0912069,question,What kind of vehicle is not parked?,-,-,,-,-,
0912069,answer,trailer,-,-,,-,-,
0912069,asp,trailer,-,-,,-,-,
0912069,asp_question,"scene(0).
select(1, 0, vehicle).
filter_any(2, 1, parked).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0912069,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (1102221)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(parked)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0912069,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0912069,zephyr7B_raw,"query(unique(negate(filter_any(select(scene(), vehicle), parked), select(scene(), vehicle))), name)",asp_nested,bert,10.0,False,v1,10.0
0912069,zephyr7B,trailer,asp_nested,bert,10.0,False,v1,10.0
0912084,question,Which kind of vehicle isn't white?,-,-,,-,-,
0912084,answer,trailer,-,-,,-,-,
0912084,asp,trailer,-,-,,-,-,
0912084,asp_question,"scene(0).
select(1, 0, vehicle).
filter(2, 1, color, white).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0912084,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (1102221)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(white)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0912084,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0912084,zephyr7B_raw,"query(unique(filter(select(scene(), vehicle), negate(color, white))), name)",asp_nested,bert,10.0,False,v1,10.0
0912084,zephyr7B,,asp_nested,bert,10.0,False,v1,10.0
0912059,question,What vehicle isn't large?,-,-,,-,-,
0912059,answer,trailer,-,-,,-,-,
0912059,asp,trailer,-,-,,-,-,
0912059,asp_question,"scene(0).
select(1, 0, vehicle).
filter(2, 1, size, large).
negate(3, 2, 1).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0912059,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (1102221)'}, {'operation': 'filter size', 'dependencies': [0], 'argument': 'not(large)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0912059,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0912059,zephyr7B_raw,"query(unique(negate(filter(select(scene(), vehicle), size, large)), name)

What device is not a computer?
query(unique(negate(filter(select(scene(), device), type, computer)), name)

What color is the small animal?
query(unique(filter(select(scene(), animal), size, small)), color)

What kind of food is not cut and is not leafy?
query(unique(negate(filter_any(select(scene(), food), cut, negate(filter_any(select(scene",asp_nested,bert,10.0,False,v1,10.0
0912059,zephyr7B,error,asp_nested,bert,10.0,False,v1,10.0
0912050,question,What vehicle is not metallic?,-,-,,-,-,
