qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
142457,asp,left,-,-,,-,-,
142457,asp_question,"scene(0).
select(1, 0, shelf).
unique(2, 1).
choose_attr(3, 2, hposition, left, right).
end(3).",-,-,,-,-,
142457,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shelf (3135456)'}, {'operation': 'choose hposition', 'dependencies': [0], 'argument': 'left|right'}]",-,-,,-,-,
142457,gqa,left,-,-,,-,-,
142457,zephyr7B_raw,"choose_attr(unique(select(scene(), shelf)), hposition, left, right)",asp_nested,bert,10.0,True,v1,17.0
142457,zephyr7B,left,asp_nested,bert,10.0,True,v1,17.0
142471,question,Is the girl's hair brown or blond?,-,-,,-,-,
142471,answer,brown,-,-,,-,-,
142471,asp,error,-,-,,-,-,
142471,asp_question,"scene(0).
select(1, 0, girl).
relate(2, 1, hair, of, subject).
unique(3, 2).
choose_attr(4, 3, color, brown, blond).
end(4).",-,-,,-,-,
142471,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'girl (2811338)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'hair,of,s (3086029)'}, {'operation': 'choose color', 'dependencies': [1], 'argument': 'brown|blond'}]",-,-,,-,-,
142471,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
142471,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), girl), hair, has, object)), color, brown, blond)",asp_nested,bert,10.0,True,v1,13.0
142471,zephyr7B,,asp_nested,bert,10.0,True,v1,13.0
142512,question,Are there black bikes or skateboards?,-,-,,-,-,
142512,answer,no,-,-,,-,-,
142512,asp,no,-,-,,-,-,
142512,asp_question,"scene(0).
select(1, 0, bike).
filter(2, 1, color, black).
exist(3, 2).
scene(4).
select(5, 4, skateboard).
filter(6, 5, color, black).
exist(7, 6).
or(8, 3, 7).
end(8).",-,-,,-,-,
142512,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'bike (2785049)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation': 'select', 'dependencies': [], 'argument': 'skateboard (-) '}, {'operation': 'filter color', 'dependencies': [3], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [4], 'argument': '?'}, {'operation': 'or', 'dependencies': [2, 5], 'argument': ''}]",-,-,,-,-,
142512,gqa,no,-,-,,-,-,
142512,zephyr7B_raw,"or(exist(filter(select(scene(), bike), color, black)), exist(filter(select(scene(), skateboard), color, black)))",asp_nested,bert,10.0,True,v1,16.0
142512,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122286,question,Is the man in the train car reading a newspaper?,-,-,,-,-,
122286,answer,no,-,-,,-,-,
122286,asp,no,-,-,,-,-,
122286,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
unique(3, 2).
verify_rel(4, 3, newspaper, reading, object).
end(4).",-,-,,-,-,
122286,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'man,in,s (227256)'}, {'operation': 'verify rel', 'dependencies': [1], 'argument': 'newspaper,reading,o (-)'}]",-,-,,-,-,
122286,gqa,no,-,-,,-,-,
122286,zephyr7B_raw,"verify_rel(unique(relate(select(scene(), train_car), man, in, subject)), newspaper, reading, object)",asp_nested,bert,10.0,True,v1,16.0
122286,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122371,question,Which side of the photo is the lock on?,-,-,,-,-,
122371,answer,left,-,-,,-,-,
122371,asp,left,-,-,,-,-,
122371,asp_question,"scene(0).
select(1, 0, lock).
unique(2, 1).
query(3, 2, hposition).
end(3).",-,-,,-,-,
122371,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'lock (227267)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]",-,-,,-,-,
122371,gqa,left,-,-,,-,-,
122371,zephyr7B_raw,"query(unique(select(scene(), lock)), hposition)",asp_nested,bert,10.0,True,v1,18.0
122371,zephyr7B,left,asp_nested,bert,10.0,True,v1,18.0
122376,question,Are there any girls to the left of the person that is wearing a shirt?,-,-,,-,-,
122376,answer,no,-,-,,-,-,
122376,asp,no,-,-,,-,-,
122376,asp_question,"scene(0).
select(1, 0, shirt).
relate(2, 1, person, wearing, subject).
relate(3, 2, girl, to_the_left_of, subject).
exist(4, 3).
end(4).",-,-,,-,-,
122376,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,wearing,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'girl,to the left of,s (-)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
122376,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122376,zephyr7B_raw,"exist(relate(relate(select(scene(), shirt), person, wearing, subject), person, to_the_left_of, subject))",asp_nested,bert,10.0,True,v1,16.0
122376,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122496,question,What is the name of this vehicle?,-,-,,-,-,
122496,answer,train car,-,-,,-,-,
122496,asp,train_car,-,-,,-,-,
122496,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122496,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122496,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122496,zephyr7B_raw,"query(unique(select(scene(), vehicle)), name)",asp_nested,bert,10.0,True,v1,17.0
122496,zephyr7B,train_car,asp_nested,bert,10.0,True,v1,17.0
122495,question,What vehicle is it?,-,-,,-,-,
122495,answer,train car,-,-,,-,-,
122495,asp,train_car,-,-,,-,-,
122495,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122495,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122495,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122495,zephyr7B_raw,"query(unique(select(scene(), vehicle)), name)",asp_nested,bert,10.0,True,v1,17.0
122495,zephyr7B,train_car,asp_nested,bert,10.0,True,v1,17.0
122312,question,What is the man in the train car holding?,-,-,,-,-,
122312,answer,book,-,-,,-,-,
122312,asp,book,-,-,,-,-,
122312,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
relate_any(3, 2, holding, object).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
122312,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'man,in,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': '_,holding,o (227257)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}]",-,-,,-,-,
122312,gqa,book,-,-,,-,-,
122312,zephyr7B_raw,"query(unique(relate_any(select(scene(), train_car), man, in, subject), holding, object), name)",asp_nested,bert,10.0,True,v1,16.0
122312,zephyr7B,,asp_nested,bert,10.0,True,v1,16.0
122403,question,What is the floor made of?,-,-,,-,-,
122403,answer,metal,-,-,,-,-,
122403,asp,error,-,-,,-,-,
122403,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
query(3, 2, material).
end(3).",-,-,,-,-,
122403,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'material'}]",-,-,,-,-,
122403,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122403,zephyr7B_raw,"query(unique(select(scene(), floor)), material)",asp_nested,bert,10.0,True,v1,17.0
122403,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
122455,question,Is the shirt white?,-,-,,-,-,
122455,answer,no,-,-,,-,-,
122455,asp,no,-,-,,-,-,
122455,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, color, white).
end(3).",-,-,,-,-,
122455,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white'}]",-,-,,-,-,
122455,gqa,no,-,-,,-,-,
122455,zephyr7B_raw,"verify_attr(unique(select(scene(), shirt)), color, white)",asp_nested,bert,10.0,True,v1,16.0
122455,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122483,question,Does the shirt look long sleeved or sleeveless?,-,-,,-,-,
122483,answer,long sleeved,-,-,,-,-,
122483,asp,long_sleeved,-,-,,-,-,
122483,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
choose_attr(3, 2, any, long_sleeved, sleeveless).
end(3).",-,-,,-,-,
122483,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'choose', 'dependencies': [0], 'argument': 'long sleeved|sleeveless'}]",-,-,,-,-,
122483,gqa,long sleeved,-,-,,-,-,
122483,zephyr7B_raw,"choose_attr(unique(filter(select(scene(), shirt), pattern, checkered)), any, long_sleeved, sleeveless)",asp_nested,bert,10.0,True,v1,16.0
122483,zephyr7B,,asp_nested,bert,10.0,True,v1,16.0
122274,question,Is there a door that is not open?,-,-,,-,-,
122274,answer,no,-,-,,-,-,
122274,asp,no,-,-,,-,-,
122274,asp_question,"scene(0).
select(1, 0, door).
filter_any(2, 1, open).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
122274,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(open)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
122274,gqa,no,-,-,,-,-,
122274,zephyr7B_raw,"exist(negate(filter(select(scene(), door), open, select(scene(), door))))",asp_nested,bert,10.0,True,v1,15.0
122274,zephyr7B,no,asp_nested,bert,10.0,True,v1,15.0
122309,question,Is the man to the right of a girl?,-,-,,-,-,
122309,answer,no,-,-,,-,-,
122309,asp,no,-,-,,-,-,
122309,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, girl, to_the_right_of, object).
end(3).",-,-,,-,-,
122309,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'girl,to the right of,o (-)'}]",-,-,,-,-,
122309,gqa,no,-,-,,-,-,
122309,zephyr7B_raw,"verify_rel(unique(select(scene(), girl)), man, to_the_right_of, subject)",asp_nested,bert,10.0,True,v1,15.0
122309,zephyr7B,,asp_nested,bert,10.0,True,v1,15.0
122405,question,"Which material makes up the floor, metal or wood?",-,-,,-,-,
122405,answer,metal,-,-,,-,-,
122405,asp,metal,-,-,,-,-,
122405,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
choose_attr(3, 2, material, metal, wood).
end(3).",-,-,,-,-,
122405,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'choose material', 'dependencies': [0], 'argument': 'metal|wood'}]",-,-,,-,-,
122405,gqa,metal,-,-,,-,-,
122405,zephyr7B_raw,"choose_attr(unique(select(scene(), floor)), material, metal, wood)",asp_nested,bert,10.0,True,v1,16.0
122405,zephyr7B,metal,asp_nested,bert,10.0,True,v1,16.0
122406,question,Is the floor gray?,-,-,,-,-,
122406,answer,yes,-,-,,-,-,
122406,asp,yes,-,-,,-,-,
122406,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
verify_attr(3, 2, color, gray).
end(3).",-,-,,-,-,
122406,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'gray'}]",-,-,,-,-,
122406,gqa,yes,-,-,,-,-,
122406,zephyr7B_raw,"verify_attr(unique(select(scene(), floor)), color, gray)",asp_nested,bert,10.0,True,v1,16.0
122406,zephyr7B,yes,asp_nested,bert,10.0,True,v1,16.0
122464,question,Is the shirt striped and short sleeved?,-,-,,-,-,
122464,answer,no,-,-,,-,-,
122464,asp,no,-,-,,-,-,
122464,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, any, short_sleeved).
unique(4, 1).
verify_attr(5, 4, pattern, striped).
and(6, 3, 5).
end(6).",-,-,,-,-,
122464,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'short sleeved'}, {'operation': 'verify pattern', 'dependencies': [0], 'argument': 'striped '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
122464,gqa,no,-,-,,-,-,
122464,zephyr7B_raw,"and(verify_attr(unique(select(scene(), shirt)), pattern, striped), verify_attr(unique(select(scene(), shirt)), long_sleeved, short_sleeved))",asp_nested,bert,10.0,True,v1,15.0
122464,zephyr7B,no,asp_nested,bert,10.0,True,v1,15.0
122338,question,Is the man in a train car?,-,-,,-,-,
122338,answer,yes,-,-,,-,-,
122338,asp,yes,-,-,,-,-,
122338,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, train_car, in, object).
end(3).",-,-,,-,-,
122338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'train car,in,o (227261)'}]",-,-,,-,-,
122338,gqa,yes,-,-,,-,-,
122338,zephyr7B_raw,"verify_rel(unique(select(scene(), train_car)), man, in, object)",asp_nested,bert,10.0,True,v1,16.0
122338,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122336,question,"What is the man in, a carriage or a train car?",-,-,,-,-,
122336,answer,train car,-,-,,-,-,
122336,asp,train_car,-,-,,-,-,
122336,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, carriage).
end(4).",-,-,,-,-,
122336,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|carriage'}]",-,-,,-,-,
122336,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122336,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), man), in, subject)), name, carriage, train_car)",asp_nested,bert,10.0,True,v1,15.0
122336,zephyr7B,,asp_nested,bert,10.0,True,v1,15.0
122335,question,What vehicle is the man in?,-,-,,-,-,
122335,answer,train car,-,-,,-,-,
122335,asp,train_car,-,-,,-,-,
122335,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122335,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122335,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122335,zephyr7B_raw,"query(unique(relate(select(scene(), man), vehicle, in, object)), name)",asp_nested,bert,10.0,True,v1,17.0
122335,zephyr7B,train_car,asp_nested,bert,10.0,True,v1,17.0
122332,question,Where is that man?,-,-,,-,-,
122332,answer,train car,-,-,,-,-,
122332,asp,error,-,-,,-,-,
122332,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, place, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122332,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,in,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122332,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122332,zephyr7B_raw,"query(unique(relate(select(scene(), man), place, on, object)), name)",asp_nested,bert,10.0,True,v1,17.0
122332,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
122268,question,Is the door closed?,-,-,,-,-,
122268,answer,no,-,-,,-,-,
122268,asp,no,-,-,,-,-,
122268,asp_question,"scene(0).
select(1, 0, door).
unique(2, 1).
verify_attr(3, 2, any, closed).
end(3).",-,-,,-,-,
122268,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'closed'}]",-,-,,-,-,
122268,gqa,no,-,-,,-,-,
122268,zephyr7B_raw,"verify_attr(unique(select(scene(), door)), pose, closed)",asp_nested,bert,10.0,True,v1,16.0
122268,zephyr7B,no,asp_nested,bert,10.0,True,v1,16.0
122320,question,Who is on the train car?,-,-,,-,-,
122320,answer,man,-,-,,-,-,
122320,asp,error,-,-,,-,-,
122320,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, person, on, subject).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122320,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,on,s (227256)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122320,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122320,zephyr7B_raw,"query(unique(relate(select(scene(), train_car), person, on, subject)), name)",asp_nested,bert,10.0,True,v1,17.0
122320,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
122322,question,Where is the man?,-,-,,-,-,
122322,answer,train car,-,-,,-,-,
122322,asp,error,-,-,,-,-,
122322,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, place, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122322,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,on,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122322,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122322,zephyr7B_raw,"query(unique(relate(select(scene(), man), place, on, object)), name)",asp_nested,bert,10.0,True,v1,17.0
122322,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
122324,question,What kind of vehicle is the man on?,-,-,,-,-,
122324,answer,train car,-,-,,-,-,
122324,asp,error,-,-,,-,-,
122324,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122324,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,on,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122324,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122324,zephyr7B_raw,"query(unique(relate(select(scene(), man), animal, on, object)), name)",asp_nested,bert,10.0,True,v1,17.0
122324,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
122325,question,"What kind of vehicle is he on, a train car or a bus?",-,-,,-,-,
122325,answer,train car,-,-,,-,-,
122325,asp,error,-,-,,-,-,
122325,asp_question,"scene(0).
select(1, 0, he).
relate(2, 1, vehicle, on, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, bus).
end(4).",-,-,,-,-,
122325,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'he (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,on,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|bus'}]",-,-,,-,-,
122325,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122325,zephyr7B_raw,"choose_attr(unique(relate(select(scene(), he), vehicle, on, subject)), name, train_car, bus)",asp_nested,bert,10.0,True,v1,15.0
122325,zephyr7B,,asp_nested,bert,10.0,True,v1,15.0
0416295,question,Is there any banana on the plate above the table?,-,-,,-,-,
0416295,answer,yes,-,-,,-,-,
0416295,asp,yes,-,-,,-,-,
0416295,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, above, subject).
relate(3, 2, banana, on, subject).
exist(4, 3).
end(4).",-,-,,-,-,
0416295,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,above,s (722604)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'banana,on,s (722599)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
0416295,gqa,yes,-,-,,-,-,
0416295,zephyr7B_raw,"exist(relate(filter(select(scene(), table), above, subject), plate, on, subject), banana)",asp_nested,bert,10.0,True,v1,16.0
0416295,zephyr7B,,asp_nested,bert,10.0,True,v1,16.0
0416366,question,What is the plate on?,-,-,,-,-,
0416366,answer,table,-,-,,-,-,
0416366,asp,error,-,-,,-,-,
0416366,asp_question,"scene(0).
select(1, 0, plate).
relate_any(2, 1, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416366,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,on,o (722606)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416366,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416366,zephyr7B_raw,"query(unique(relate_any(select(scene(), plate), on, object)), name)",asp_nested,bert,10.0,True,v1,17.0
0416366,zephyr7B,,asp_nested,bert,10.0,True,v1,17.0
0416356,question,Is that a round plate?,-,-,,-,-,
0416356,answer,no,-,-,,-,-,
0416356,asp,no,-,-,,-,-,
0416356,asp_question,"scene(0).
select(1, 0, plate).
unique(2, 1).
verify_attr(3, 2, shape, round).
end(3).",-,-,,-,-,
0416356,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'verify shape', 'dependencies': [0], 'argument': 'round'}]",-,-,,-,-,
0416356,gqa,no,-,-,,-,-,
0416356,zephyr7B_raw,"verify_attr(unique(select(scene(), plate)), shape, round)",asp_nested,bert,10.0,True,v1,13.0
0416356,zephyr7B,no,asp_nested,bert,10.0,True,v1,13.0
