qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
142512,asp,['no'],-,-,,-,-,
142512,asp_question,"scene(0).
select(1, 0, bike).
filter(2, 1, color, black).
exist(3, 2).
scene(4).
select(5, 4, skateboard).
filter(6, 5, color, black).
exist(7, 6).
or(8, 3, 7).
end(8).",-,-,,-,-,
142512,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'bike (2785049)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation': 'select', 'dependencies': [], 'argument': 'skateboard (-) '}, {'operation': 'filter color', 'dependencies': [3], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [4], 'argument': '?'}, {'operation': 'or', 'dependencies': [2, 5], 'argument': ''}]",-,-,,-,-,
142512,gqa,no,-,-,,-,-,
122286,question,Is the man in the train car reading a newspaper?,-,-,,-,-,
122286,answer,no,-,-,,-,-,
122286,asp,['no'],-,-,,-,-,
122286,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
unique(3, 2).
verify_rel(4, 3, newspaper, reading, object).
end(4).",-,-,,-,-,
122286,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'man,in,s (227256)'}, {'operation': 'verify rel', 'dependencies': [1], 'argument': 'newspaper,reading,o (-)'}]",-,-,,-,-,
122286,gqa,no,-,-,,-,-,
122371,question,Which side of the photo is the lock on?,-,-,,-,-,
122371,answer,left,-,-,,-,-,
122371,asp,['left'],-,-,,-,-,
122371,asp_question,"scene(0).
select(1, 0, lock).
unique(2, 1).
query(3, 2, hposition).
end(3).",-,-,,-,-,
122371,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'lock (227267)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]",-,-,,-,-,
122371,gqa,left,-,-,,-,-,
122376,question,Are there any girls to the left of the person that is wearing a shirt?,-,-,,-,-,
122376,answer,no,-,-,,-,-,
122376,asp,['no'],-,-,,-,-,
122376,asp_question,"scene(0).
select(1, 0, shirt).
relate(2, 1, person, wearing, subject).
relate(3, 2, girl, to_the_left_of, subject).
exist(4, 3).
end(4).",-,-,,-,-,
122376,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,wearing,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'girl,to the left of,s (-)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
122376,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122496,question,What is the name of this vehicle?,-,-,,-,-,
122496,answer,train car,-,-,,-,-,
122496,asp,['train_car'],-,-,,-,-,
122496,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122496,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122496,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122495,question,What vehicle is it?,-,-,,-,-,
122495,answer,train car,-,-,,-,-,
122495,asp,['train_car'],-,-,,-,-,
122495,asp_question,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).",-,-,,-,-,
122495,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (227261)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",-,-,,-,-,
122495,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122312,question,What is the man in the train car holding?,-,-,,-,-,
122312,answer,book,-,-,,-,-,
122312,asp,['book'],-,-,,-,-,
122312,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
relate_any(3, 2, holding, object).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
122312,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'man,in,s (227256)'}, {'operation': 'relate', 'dependencies': [1], 'argument': '_,holding,o (227257)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}]",-,-,,-,-,
122312,gqa,book,-,-,,-,-,
122403,question,What is the floor made of?,-,-,,-,-,
122403,answer,metal,-,-,,-,-,
122403,asp,[],-,-,,-,-,
122403,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
query(3, 2, material).
end(3).",-,-,,-,-,
122403,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'material'}]",-,-,,-,-,
122403,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
122455,question,Is the shirt white?,-,-,,-,-,
122455,answer,no,-,-,,-,-,
122455,asp,['no'],-,-,,-,-,
122455,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, color, white).
end(3).",-,-,,-,-,
122455,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white'}]",-,-,,-,-,
122455,gqa,no,-,-,,-,-,
122483,question,Does the shirt look long sleeved or sleeveless?,-,-,,-,-,
122483,answer,long sleeved,-,-,,-,-,
122483,asp,['long_sleeved'],-,-,,-,-,
122483,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
choose_attr(3, 2, any, long_sleeved, sleeveless).
end(3).",-,-,,-,-,
122483,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'choose', 'dependencies': [0], 'argument': 'long sleeved|sleeveless'}]",-,-,,-,-,
122483,gqa,long sleeved,-,-,,-,-,
122274,question,Is there a door that is not open?,-,-,,-,-,
122274,answer,no,-,-,,-,-,
122274,asp,['no'],-,-,,-,-,
122274,asp_question,"scene(0).
select(1, 0, door).
filter_any(2, 1, open).
negate(3, 2, 1).
exist(4, 3).
end(4).",-,-,,-,-,
122274,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'not(open)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}]",-,-,,-,-,
122274,gqa,no,-,-,,-,-,
122309,question,Is the man to the right of a girl?,-,-,,-,-,
122309,answer,no,-,-,,-,-,
122309,asp,['no'],-,-,,-,-,
122309,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, girl, to_the_right_of, object).
end(3).",-,-,,-,-,
122309,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'girl,to the right of,o (-)'}]",-,-,,-,-,
122309,gqa,no,-,-,,-,-,
122405,question,"Which material makes up the floor, metal or wood?",-,-,,-,-,
122405,answer,metal,-,-,,-,-,
122405,asp,['metal'],-,-,,-,-,
122405,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
choose_attr(3, 2, material, metal, wood).
end(3).",-,-,,-,-,
122405,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'choose material', 'dependencies': [0], 'argument': 'metal|wood'}]",-,-,,-,-,
122405,gqa,metal,-,-,,-,-,
122406,question,Is the floor gray?,-,-,,-,-,
122406,answer,yes,-,-,,-,-,
122406,asp,['yes'],-,-,,-,-,
122406,asp_question,"scene(0).
select(1, 0, floor).
unique(2, 1).
verify_attr(3, 2, color, gray).
end(3).",-,-,,-,-,
122406,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'floor (227259)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'gray'}]",-,-,,-,-,
122406,gqa,yes,-,-,,-,-,
122464,question,Is the shirt striped and short sleeved?,-,-,,-,-,
122464,answer,no,-,-,,-,-,
122464,asp,['no'],-,-,,-,-,
122464,asp_question,"scene(0).
select(1, 0, shirt).
unique(2, 1).
verify_attr(3, 2, any, short_sleeved).
unique(4, 1).
verify_attr(5, 4, pattern, striped).
and(6, 3, 5).
end(6).",-,-,,-,-,
122464,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'shirt (227262)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'short sleeved'}, {'operation': 'verify pattern', 'dependencies': [0], 'argument': 'striped '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
122464,gqa,no,-,-,,-,-,
122338,question,Is the man in a train car?,-,-,,-,-,
122338,answer,yes,-,-,,-,-,
122338,asp,['yes'],-,-,,-,-,
122338,asp_question,"scene(0).
select(1, 0, man).
unique(2, 1).
verify_rel(3, 2, train_car, in, object).
end(3).",-,-,,-,-,
122338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'train car,in,o (227261)'}]",-,-,,-,-,
122338,gqa,yes,-,-,,-,-,
122336,question,"What is the man in, a carriage or a train car?",-,-,,-,-,
122336,answer,train car,-,-,,-,-,
122336,asp,['train_car'],-,-,,-,-,
122336,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, carriage).
end(4).",-,-,,-,-,
122336,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|carriage'}]",-,-,,-,-,
122336,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122335,question,What vehicle is the man in?,-,-,,-,-,
122335,answer,train car,-,-,,-,-,
122335,asp,['train_car'],-,-,,-,-,
122335,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122335,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122335,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122332,question,Where is that man?,-,-,,-,-,
122332,answer,train car,-,-,,-,-,
122332,asp,[],-,-,,-,-,
122332,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, place, in, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122332,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,in,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122332,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122268,question,Is the door closed?,-,-,,-,-,
122268,answer,no,-,-,,-,-,
122268,asp,['no'],-,-,,-,-,
122268,asp_question,"scene(0).
select(1, 0, door).
unique(2, 1).
verify_attr(3, 2, any, closed).
end(3).",-,-,,-,-,
122268,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'door (227260)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'closed'}]",-,-,,-,-,
122268,gqa,no,-,-,,-,-,
122320,question,Who is on the train car?,-,-,,-,-,
122320,answer,man,-,-,,-,-,
122320,asp,[],-,-,,-,-,
122320,asp_question,"scene(0).
select(1, 0, train_car).
relate(2, 1, person, on, subject).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122320,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,on,s (227256)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122320,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122322,question,Where is the man?,-,-,,-,-,
122322,answer,train car,-,-,,-,-,
122322,asp,[],-,-,,-,-,
122322,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, place, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122322,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'place,on,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122322,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122324,question,What kind of vehicle is the man on?,-,-,,-,-,
122324,answer,train car,-,-,,-,-,
122324,asp,[],-,-,,-,-,
122324,asp_question,"scene(0).
select(1, 0, man).
relate(2, 1, vehicle, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
122324,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,on,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
122324,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
122325,question,"What kind of vehicle is he on, a train car or a bus?",-,-,,-,-,
122325,answer,train car,-,-,,-,-,
122325,asp,[],-,-,,-,-,
122325,asp_question,"scene(0).
select(1, 0, he).
relate(2, 1, vehicle, on, object).
unique(3, 2).
choose_attr(4, 3, name, train_car, bus).
end(4).",-,-,,-,-,
122325,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'he (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,on,o (227261)'}, {'operation': 'choose name', 'dependencies': [1], 'argument': 'train car|bus'}]",-,-,,-,-,
122325,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416295,question,Is there any banana on the plate above the table?,-,-,,-,-,
0416295,answer,yes,-,-,,-,-,
0416295,asp,['yes'],-,-,,-,-,
0416295,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, above, subject).
relate(3, 2, banana, on, subject).
exist(4, 3).
end(4).",-,-,,-,-,
0416295,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,above,s (722604)'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'banana,on,s (722599)'}, {'operation': 'exist', 'dependencies': [2], 'argument': '?'}]",-,-,,-,-,
0416295,gqa,yes,-,-,,-,-,
0416366,question,What is the plate on?,-,-,,-,-,
0416366,answer,table,-,-,,-,-,
0416366,asp,[],-,-,,-,-,
0416366,asp_question,"scene(0).
select(1, 0, plate).
relate_any(2, 1, on, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416366,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,on,o (722606)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416366,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416356,question,Is that a round plate?,-,-,,-,-,
0416356,answer,no,-,-,,-,-,
0416356,asp,['no'],-,-,,-,-,
0416356,asp_question,"scene(0).
select(1, 0, plate).
unique(2, 1).
verify_attr(3, 2, shape, round).
end(3).",-,-,,-,-,
0416356,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'verify shape', 'dependencies': [0], 'argument': 'round'}]",-,-,,-,-,
0416356,gqa,no,-,-,,-,-,
0416290,question,Is the banana on the table peeled or unpeeled?,-,-,,-,-,
0416290,answer,unpeeled,-,-,,-,-,
0416290,asp,['unpeeled'],-,-,,-,-,
0416290,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, banana, on, subject).
unique(3, 2).
choose_attr(4, 3, any, unpeeled, peeled).
end(4).",-,-,,-,-,
0416290,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'banana,on,s (722599)'}, {'operation': 'choose', 'dependencies': [1], 'argument': 'unpeeled|peeled'}]",-,-,,-,-,
0416290,gqa,unpeeled,-,-,,-,-,
0416293,question,What fruit is on the white object that is on the table?,-,-,,-,-,
0416293,answer,banana,-,-,,-,-,
0416293,asp,[],-,-,,-,-,
0416293,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, on, subject).
filter(3, 2, color, white).
relate(4, 3, fruit, on, subject).
unique(5, 4).
query(6, 5, name).
end(6).",-,-,,-,-,
0416293,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,on,s (722604)'}, {'operation': 'filter color', 'dependencies': [1], 'argument': 'white'}, {'operation': 'relate', 'dependencies': [2], 'argument': 'fruit,on,s (722599)'}, {'operation': 'query', 'dependencies': [3], 'argument': 'name'}]",-,-,,-,-,
0416293,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416297,question,What fruit is on the black table?,-,-,,-,-,
0416297,answer,banana,-,-,,-,-,
0416297,asp,['banana'],-,-,,-,-,
0416297,asp_question,"scene(0).
select(1, 0, table).
filter(2, 1, color, black).
relate(3, 2, fruit, on, subject).
unique(4, 3).
query(5, 4, name).
end(5).",-,-,,-,-,
0416297,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'relate', 'dependencies': [1], 'argument': 'fruit,on,s (722599)'}, {'operation': 'query', 'dependencies': [2], 'argument': 'name'}]",-,-,,-,-,
0416297,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416211,question,What is on the plate?,-,-,,-,-,
0416211,answer,banana,-,-,,-,-,
0416211,asp,['banana'],-,-,,-,-,
0416211,asp_question,"scene(0).
select(1, 0, plate).
relate_any(2, 1, on, subject).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416211,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'relate', 'dependencies': [0], 'argument': '_,on,s (722601)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416211,gqa,<class 'semantic_interpreter.known_exceptions.AmbiguousAnswerException'>,-,-,,-,-,
0416216,question,Are there any forks on the white object on top of the table?,-,-,,-,-,
0416216,answer,no,-,-,,-,-,
0416216,asp,['no'],-,-,,-,-,
0416216,asp_question,"scene(0).
select(1, 0, table).
relate(2, 1, plate, on_top_of, subject).
filter(3, 2, color, white).
relate(4, 3, fork, on, subject).
exist(5, 4).
end(5).",-,-,,-,-,
0416216,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'plate,on top of,s (722604)'}, {'operation': 'filter color', 'dependencies': [1], 'argument': 'white'}, {'operation': 'relate', 'dependencies': [2], 'argument': 'fork,on,s (-)'}, {'operation': 'exist', 'dependencies': [3], 'argument': '?'}]",-,-,,-,-,
0416216,gqa,<class 'semantic_interpreter.known_exceptions.MissingEdgeException'>,-,-,,-,-,
0416247,question,Is the table tan or black?,-,-,,-,-,
0416247,answer,black,-,-,,-,-,
0416247,asp,['black'],-,-,,-,-,
0416247,asp_question,"scene(0).
select(1, 0, table).
unique(2, 1).
choose_attr(3, 2, color, black, tan).
end(3).",-,-,,-,-,
0416247,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'choose color', 'dependencies': [0], 'argument': 'black|tan'}]",-,-,,-,-,
0416247,gqa,black,-,-,,-,-,
0416338,question,Does the plate have square shape and white color?,-,-,,-,-,
0416338,answer,yes,-,-,,-,-,
0416338,asp,['yes'],-,-,,-,-,
0416338,asp_question,"scene(0).
select(1, 0, plate).
unique(2, 1).
verify_attr(3, 2, shape, square).
unique(4, 1).
verify_attr(5, 4, color, white).
and(6, 3, 5).
end(6).",-,-,,-,-,
0416338,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'plate (722604)'}, {'operation': 'verify shape', 'dependencies': [0], 'argument': 'square'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'white '}, {'operation': 'and', 'dependencies': [1, 2], 'argument': ''}]",-,-,,-,-,
0416338,gqa,yes,-,-,,-,-,
0416286,question,What kind of fruit is attached?,-,-,,-,-,
0416286,answer,banana,-,-,,-,-,
0416286,asp,['banana'],-,-,,-,-,
0416286,asp_question,"scene(0).
select(1, 0, fruit).
filter_any(2, 1, attached).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
0416286,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'fruit (722599)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'attached'}, {'operation': 'query', 'dependencies': [1], 'argument': 'name'}]",-,-,,-,-,
0416286,gqa,<class 'semantic_interpreter.known_exceptions.EmptyQueryException'>,-,-,,-,-,
0416235,question,Are there either tables or mirrors that are not black?,-,-,,-,-,
0416235,answer,no,-,-,,-,-,
0416235,asp,['no'],-,-,,-,-,
0416235,asp_question,"scene(0).
select(1, 0, table).
filter(2, 1, color, black).
negate(3, 2, 1).
exist(4, 3).
scene(5).
select(6, 5, mirror).
filter(7, 6, color, black).
negate(8, 7, 6).
exist(9, 8).
or(10, 4, 9).
end(10).",-,-,,-,-,
0416235,gqa_question,"[{'operation': 'select', 'dependencies': [], 'argument': 'table (722606)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'not(black)'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation': 'select', 'dependencies': [], 'argument': 'mirror (-) '}, {'operation': 'filter color', 'dependencies': [3], 'argument': 'not(black)'}, {'operation': 'exist', 'dependencies': [4], 'argument': '?'}, {'operation': 'or', 'dependencies': [2, 5], 'argument': ''}]",-,-,,-,-,
0416235,gqa,no,-,-,,-,-,
123159,question,What is this woman wearing?,-,-,,-,-,
123159,answer,pants,-,-,,-,-,
123159,asp,['pants'],-,-,,-,-,
123159,asp_question,"scene(0).
select(1, 0, woman).
relate_any(2, 1, wearing, object).
unique(3, 2).
query(4, 3, name).
end(4).",-,-,,-,-,
